OA,kappa,PA_Class1,UA_Class1,PA_Class2,UA_Class2,PA_Class3,UA_Class3,PA_Class4,UA_Class4,PA_Class5,UA_Class5
0.398695652173913,0.271186741642929,0.929411764705882,0.68695652173913,0.158878504672897,0.0739130434782609,0.334455667789001,0.647826086956522,0.313997477931904,0.541304347826087,0.32258064516129,0.0434782608695652
